2025-04-05 17:10:03,MAJOR / USDT,227082914.292724
2025-04-05 17:10:03,PI / WBNB,46341851.3381647
2025-04-05 17:10:03,Pi / WBNB,34880660.3331216
2025-04-05 17:10:03,Pi / WBNB,31778467.169184
2025-04-05 17:10:03,NVIDIA / WBNB,25368139.452807
2025-04-05 17:10:03,DARK / SOL,23025715.8279766
2025-04-05 17:10:03,PEPEG / SOL,15552551.859652
2025-04-05 17:10:03,FEETCOIN / WETH,11207959.6998729
2025-04-05 17:10:03,Figure / WETH,11125600.9852846
2025-04-05 17:10:03,FART / SOL,7582879.49779788
2025-04-05 17:10:03,TGD / SOL,6849916.25252211
2025-04-05 17:10:03,KvK / SOL,6842742.30460898
2025-04-05 17:10:03,HBURN / WBNB,6452163.67441495
2025-04-05 17:10:03,MVB9 / WBNB,6365065.16565302
2025-04-05 17:10:03,BABY / WBNB,6242521.01629498
2025-04-05 17:10:03,RXR / WBNB,5986127.09503835
2025-04-05 17:10:03,DARK / SOL,5734390.933122
2025-04-05 17:10:03,FreeLePen / SOL,5557638.72977339
2025-04-05 17:10:03,Egg / SOL,5519932.8299264
2025-04-05 17:10:03,BUZZ / SOL,5478997.22498763
2025-04-05 17:10:03,MIM / SOL,5296936.12098088
2025-04-05 17:10:03,Watch / SOL,5257147.83109857
2025-04-05 17:10:03,THIRD / SOL,4871439.97488961
2025-04-05 17:10:03,CRYPTO / SOL,4724390.70040359
2025-04-05 17:10:03,BULLET / SOL,4676378.64735726
2025-04-05 17:10:03,TIKTOK / SOL,4574380.23506388
2025-04-05 17:10:03,ROCKET / SOL,4515041.10908806
2025-04-05 17:10:03,DARK / SOL,4310783.87539902
2025-04-05 17:10:03,TIKTOK / SOL,4307060.12905773
2025-04-05 17:10:03,ECONOMY / SOL,4294812.21971719
2025-04-05 17:10:03,GOLD / SOL,4083541.01664944
2025-04-05 17:10:03,💲 SATS / SOL,4023262.8492183
2025-04-05 17:10:03,TIKTOK / SOL,4009071.48909004
2025-04-05 17:10:03,TGD / SOL,4008249.71328072
2025-04-05 17:10:03,USD0++ / USD0 0.05%,3983880.24110528
2025-04-05 17:10:03,Monkeys / SOL,3971587.07779237
2025-04-05 17:10:03,TRUMPCYCLE / SOL,3961409.05012846
2025-04-05 17:10:03,BNBETF / USDT,3913635.71374892
2025-04-05 17:10:03,GRAVEFLIES / SOL,3848694.64711367
2025-04-05 17:10:03,wstDOG / SOL,3842529.89779647
2025-04-05 17:10:03,DARK / SOL,3715235.69860831
2025-04-05 17:10:03,TSD / SOL,3715096.48664359
2025-04-05 17:10:03,TRUMPCYCLE / SOL,3671695.14835159
2025-04-05 17:10:03,GHIBLI / WBNB 0.05%,3654525.93096043
2025-04-05 17:10:03,KvK / SOL,3554280.84387204
2025-04-05 17:10:03,TGD / SOL,3511495.39279384
